Busco id	Status	Sequence	Gene Start	Gene End	Strand	Score	Length	OrthoDB url	Description
8719at7147	Complete	JAEIGE010000332.1:7527003-7530670	7527003	7530670	+	703.8	854	https://www.orthodb.org/v10?query=8719at7147	Structural maintenance of chromosomes protein 6
8729at7147	Complete	JAEIGE010000213.1:265315-268399	265315	268399	+	1250.9	759	https://www.orthodb.org/v10?query=8729at7147	Exocyst complex component 1
8776at7147	Complete	JAEIGE010000213.1:10618080-10615005	10618080	10615005	-	1258.7	650	https://www.orthodb.org/v10?query=8776at7147	carnitine O-palmitoyltransferase 1, liver isoform isoform X1
8777at7147	Complete	JAEIGE010000332.1:16279613-16282550	16279613	16282550	+	1393.4	675	https://www.orthodb.org/v10?query=8777at7147	Protein transport protein SEC23
8820at7147	Complete	JAEIGE010000002.1:2715736-2712460	2715736	2712460	-	907.3	631	https://www.orthodb.org/v10?query=8820at7147	DNA repair protein REV1
8830at7147	Complete	JAEIGE010000332.1:27706838-27696447	27706838	27696447	-	565.9	329	https://www.orthodb.org/v10?query=8830at7147	Immunoglobulin-like domain
8858at7147	Complete	JAEIGE010000227.1:19221475-19225013	19221475	19225013	+	882.8	646	https://www.orthodb.org/v10?query=8858at7147	Villin headpiece
8902at7147	Complete	JAEIGE010000016.1:7999211-8004852	7999211	8004852	+	1468.7	1053	https://www.orthodb.org/v10?query=8902at7147	girdin isoform X1
8929at7147	Complete	JAEIGE010000227.1:31781032-31801253	31781032	31801253	+	432.2	410	https://www.orthodb.org/v10?query=8929at7147	Basic helix-loop-helix zip transcription factor
8935at7147	Complete	JAEIGE010000227.1:6036978-6031331	6036978	6031331	-	861.1	588	https://www.orthodb.org/v10?query=8935at7147	Ras guanine nucleotide exchange factor domain superfamily
8968at7147	Complete	JAEIGE010000332.1:31631127-31583311	31631127	31583311	-	654.1	477	https://www.orthodb.org/v10?query=8968at7147	Protein kinase domain
8971at7147	Complete	JAEIGE010000253.1:23990310-23986886	23990310	23986886	-	1676.3	834	https://www.orthodb.org/v10?query=8971at7147	Coatomer subunit beta
8997at7147	Complete	JAEIGE010000253.1:17542642-17574105	17542642	17574105	+	1470.8	1021	https://www.orthodb.org/v10?query=8997at7147	partitioning defective 3 homolog isoform X1
9003at7147	Complete	JAEIGE010000299.1:10599126-10672147	10599126	10672147	+	1322.3	640	https://www.orthodb.org/v10?query=9003at7147	exostosin-1
9008at7147	Complete	JAEIGE010000332.1:15428226-15423487	15428226	15423487	-	1120.2	665	https://www.orthodb.org/v10?query=9008at7147	Villin headpiece
9017at7147	Complete	JAEIGE010000213.1:3676765-3672818	3676765	3672818	-	1357.4	942	https://www.orthodb.org/v10?query=9017at7147	nodal modulator 3
9059at7147	Complete	JAEIGE010000227.1:257298-261664	257298	261664	+	1177.2	953	https://www.orthodb.org/v10?query=9059at7147	Rab3 GTPase-activating protein regulatory subunit
9064at7147	Complete	JAEIGE010000332.1:15345624-15341525	15345624	15341525	-	1138.0	602	https://www.orthodb.org/v10?query=9064at7147	SWI/SNF complex subunit SMARCC1 isoform X1
9067at7147	Complete	JAEIGE010000332.1:414863-411685	414863	411685	-	1011.3	639	https://www.orthodb.org/v10?query=9067at7147	Uncharacterized protein, isoform A
9084at7147	Complete	JAEIGE010000332.1:7574450-7577330	7574450	7577330	+	1465.7	761	https://www.orthodb.org/v10?query=9084at7147	Coatomer subunit gamma
9107at7147	Complete	JAEIGE010000332.1:6500672-6509755	6500672	6509755	+	969.8	464	https://www.orthodb.org/v10?query=9107at7147	peroxidase
9117at7147	Complete	JAEIGE010000332.1:3985348-3988334	3985348	3988334	+	1125.5	703	https://www.orthodb.org/v10?query=9117at7147	Vps16, C-terminal
9118at7147	Complete	JAEIGE010000002.1:10092123-10113328	10092123	10113328	+	1407.7	862	https://www.orthodb.org/v10?query=9118at7147	Formin, FH3 domain
9148at7147	Complete	JAEIGE010000253.1:12936489-12943302	12936489	12943302	+	1184.6	832	https://www.orthodb.org/v10?query=9148at7147	Rho GTPase activation protein
9161at7147	Complete	JAEIGE010000308.1:1135837-1147011	1135837	1147011	+	1700.0	907	https://www.orthodb.org/v10?query=9161at7147	Ankyrin repeat-containing domain
9166at7147	Complete	JAEIGE010000253.1:17711607-17703827	17711607	17703827	-	1176.0	671	https://www.orthodb.org/v10?query=9166at7147	AP-3 complex subunit delta
9178at7147	Complete	JAEIGE010000299.1:6611184-6607026	6611184	6607026	-	1004.8	622	https://www.orthodb.org/v10?query=9178at7147	EGF-like calcium-binding, conserved site
9202at7147	Complete	JAEIGE010000253.1:6197390-6194821	6197390	6194821	-	829.1	562	https://www.orthodb.org/v10?query=9202at7147	myotubularin-related protein 10-B
9219at7147	Complete	JAEIGE010000332.1:24247618-24251177	24247618	24251177	+	1681.1	950	https://www.orthodb.org/v10?query=9219at7147	Superoxide dismutase, copper/zinc binding domain
9260at7147	Complete	JAEIGE010000227.1:27001953-26999095	27001953	26999095	-	1295.6	709	https://www.orthodb.org/v10?query=9260at7147	Vps53 protein
9277at7147	Complete	JAEIGE010000213.1:5854948-5848925	5854948	5848925	-	1543.8	811	https://www.orthodb.org/v10?query=9277at7147	Kinesin-like protein
9295at7147	Complete	JAEIGE010000017.1:1630030-1632688	1630030	1632688	+	1255.5	697	https://www.orthodb.org/v10?query=9295at7147	Histone acetyltransferase
9303at7147	Complete	JAEIGE010000301.1:1437688-1444512	1437688	1444512	+	751.2	628	https://www.orthodb.org/v10?query=9303at7147	Zinc finger, NF-X1-type
9326at7147	Complete	JAEIGE010000016.1:604485-610674	604485	610674	+	1333.0	844	https://www.orthodb.org/v10?query=9326at7147	Cysteine-rich Golgi apparatus protein 1 repeat
9336at7147	Complete	JAEIGE010000227.1:22965367-22958542	22965367	22958542	-	721.5	660	https://www.orthodb.org/v10?query=9336at7147	Blastoderm-specific protein 25D
9337at7147	Complete	JAEIGE010000253.1:17622675-17619699	17622675	17619699	-	760.3	631	https://www.orthodb.org/v10?query=9337at7147	Ankyrin repeat-containing domain
9357at7147	Complete	JAEIGE010000299.1:9926459-9922689	9926459	9922689	-	1408.8	890	https://www.orthodb.org/v10?query=9357at7147	HECT domain
9363at7147	Complete	JAEIGE010000332.1:9316630-9313912	9316630	9313912	-	1117.4	619	https://www.orthodb.org/v10?query=9363at7147	IQ and AAA domain-containing protein 1
9373at7147	Complete	JAEIGE010000332.1:28507903-28483606	28507903	28483606	-	1363.7	805	https://www.orthodb.org/v10?query=9373at7147	Exocyst complex component 4
9424at7147	Complete	JAEIGE010000227.1:25362711-25360101	25362711	25360101	-	832.5	632	https://www.orthodb.org/v10?query=9424at7147	nuclear pore complex protein Nup107
9447at7147	Complete	JAEIGE010000308.1:3528960-3531718	3528960	3531718	+	1293.0	742	https://www.orthodb.org/v10?query=9447at7147	sarcosine dehydrogenase, mitochondrial
9534at7147	Complete	JAEIGE010000213.1:5148859-5142411	5148859	5142411	-	1227.6	705	https://www.orthodb.org/v10?query=9534at7147	C2 domain
9566at7147	Complete	JAEIGE010000253.1:24884357-24890433	24884357	24890433	+	1705.0	1404	https://www.orthodb.org/v10?query=9566at7147	EGF-like calcium-binding, conserved site
9569at7147	Complete	JAEIGE010000299.1:4564648-4561953	4564648	4561953	-	1067.2	560	https://www.orthodb.org/v10?query=9569at7147	ATP-dependent helicase, C-terminal
9581at7147	Complete	JAEIGE010000253.1:19053882-19059363	19053882	19059363	+	1460.9	787	https://www.orthodb.org/v10?query=9581at7147	serine/threonine-protein kinase TAO3 isoform X1
9594at7147	Complete	JAEIGE010000332.1:22770125-22772535	22770125	22772535	+	1212.1	656	https://www.orthodb.org/v10?query=9594at7147	Exocyst complex component
9608at7147	Complete	JAEIGE010000002.1:3706123-3703150	3706123	3703150	-	1146.3	718	https://www.orthodb.org/v10?query=9608at7147	Aminoacyl-tRNA synthetase, class Ia
9655at7147	Complete	JAEIGE010000213.1:571588-574512	571588	574512	+	1310.0	737	https://www.orthodb.org/v10?query=9655at7147	Protein of unknown function DUF4495
9671at7147	Complete	JAEIGE010000332.1:698622-696136	698622	696136	-	533.4	620	https://www.orthodb.org/v10?query=9671at7147	Miranda
9673at7147	Complete	JAEIGE010000227.1:12349782-12408163	12349782	12408163	+	1242.4	675	https://www.orthodb.org/v10?query=9673at7147	Angiotensin-converting enzyme
9679at7147	Complete	JAEIGE010000253.1:2588932-2591192	2588932	2591192	+	373.0	420	https://www.orthodb.org/v10?query=9679at7147	RNA-binding domain superfamily
9705at7147	Complete	JAEIGE010000227.1:5055920-5058697	5055920	5058697	+	896.2	695	https://www.orthodb.org/v10?query=9705at7147	microsomal triglyceride transfer protein large subunit
9709at7147	Complete	JAEIGE010000213.1:11743399-11747384	11743399	11747384	+	1821.6	1036	https://www.orthodb.org/v10?query=9709at7147	Receptor L-domain
9717at7147	Complete	JAEIGE010000239.1:160186-154635	160186	154635	-	533.0	472	https://www.orthodb.org/v10?query=9717at7147	Uncharacterized protein, isoform B
9747at7147	Complete	JAEIGE010000253.1:24323450-24320928	24323450	24320928	-	663.6	542	https://www.orthodb.org/v10?query=9747at7147	ribonucleases P/MRP protein subunit POP1
9762at7147	Complete	JAEIGE010000002.1:6599320-6603272	6599320	6603272	+	1374.2	965	https://www.orthodb.org/v10?query=9762at7147	WASH complex subunit strumpellin homolog
9777at7147	Complete	JAEIGE010000299.1:1604372-1599138	1604372	1599138	-	1096.9	978	https://www.orthodb.org/v10?query=9777at7147	ARID DNA-binding domain
9779at7147	Complete	JAEIGE010000002.1:9137361-9134497	9137361	9134497	-	1018.4	590	https://www.orthodb.org/v10?query=9779at7147	protein zer-1 homolog isoform X1
9792at7147	Complete	JAEIGE010000253.1:27314323-27311347	27314323	27311347	-	1272.9	727	https://www.orthodb.org/v10?query=9792at7147	hypoxia up-regulated protein 1
9809at7147	Complete	JAEIGE010000213.1:10489410-10492343	10489410	10492343	+	1475.0	717	https://www.orthodb.org/v10?query=9809at7147	DNA helicase
9828at7147	Complete	JAEIGE010000332.1:24500459-24503456	24500459	24503456	+	917.8	581	https://www.orthodb.org/v10?query=9828at7147	serine/threonine-protein kinase Nek8
9834at7147	Complete	JAEIGE010000332.1:6832176-6828915	6832176	6828915	-	706.0	702	https://www.orthodb.org/v10?query=9834at7147	TATA box-binding protein-associated factor RNA polymerase I subunit B
9837at7147	Fragmented	JAEIGE010000227.1:17614736-17616813	17614736	17616813	+	898.7	547	https://www.orthodb.org/v10?query=9837at7147	Exocyst complex component 2
9844at7147	Complete	JAEIGE010000332.1:12977969-12982500	12977969	12982500	+	1039.4	667	https://www.orthodb.org/v10?query=9844at7147	cyclin-G-associated kinase
9848at7147	Complete	JAEIGE010000142.1:1028314-1025558	1028314	1025558	-	1216.7	648	https://www.orthodb.org/v10?query=9848at7147	striatin-interacting protein 1 homolog
9853at7147	Complete	JAEIGE010000002.1:1799752-1805348	1799752	1805348	+	456.1	432	https://www.orthodb.org/v10?query=9853at7147	Uncharacterized protein, isoform A
9872at7147	Duplicated	JAEIGE010000102.1:138953-120549	138953	120549	-	619.0	460	https://www.orthodb.org/v10?query=9872at7147	Homeobox domain
9872at7147	Duplicated	JAEIGE010000213.1:7023033-7078775	7023033	7078775	+	719.8	478	https://www.orthodb.org/v10?query=9872at7147	Homeobox domain
9926at7147	Complete	JAEIGE010000253.1:24315141-24319133	24315141	24319133	+	1439.2	755	https://www.orthodb.org/v10?query=9926at7147	probable ATP-dependent RNA helicase DDX46
9929at7147	Complete	JAEIGE010000016.1:5810143-5818984	5810143	5818984	+	947.2	589	https://www.orthodb.org/v10?query=9929at7147	Ras guanine-nucleotide exchange factor catalytic domain superfamily
9963at7147	Complete	JAEIGE010000227.1:22924627-22921611	22924627	22921611	-	1185.0	681	https://www.orthodb.org/v10?query=9963at7147	conserved oligomeric Golgi complex subunit 3
9987at7147	Complete	JAEIGE010000253.1:19352049-19355008	19352049	19355008	+	1418.6	750	https://www.orthodb.org/v10?query=9987at7147	DNA topoisomerase
10003at7147	Complete	JAEIGE010000308.1:1799602-1802174	1799602	1802174	+	867.0	590	https://www.orthodb.org/v10?query=10003at7147	N-alpha-acetyltransferase, 35 NatC auxiliary subunit
10012at7147	Complete	JAEIGE010000227.1:17757197-17753895	17757197	17753895	-	749.2	455	https://www.orthodb.org/v10?query=10012at7147	brain tumor protein
10021at7147	Complete	JAEIGE010000213.1:5820367-5817029	5820367	5817029	-	891.0	685	https://www.orthodb.org/v10?query=10021at7147	protein PTHB1
10022at7147	Complete	JAEIGE010000332.1:1547143-1515745	1547143	1515745	-	1061.6	838	https://www.orthodb.org/v10?query=10022at7147	FERM domain
10036at7147	Complete	JAEIGE010000253.1:4514168-4511149	4514168	4511149	-	817.0	463	https://www.orthodb.org/v10?query=10036at7147	Lipase
10087at7147	Complete	JAEIGE010000227.1:1822108-1819451	1822108	1819451	-	1157.8	606	https://www.orthodb.org/v10?query=10087at7147	SNF2-related, N-terminal domain
10103at7147	Complete	JAEIGE010000213.1:7609748-7613469	7609748	7613469	+	1587.4	1022	https://www.orthodb.org/v10?query=10103at7147	WD40-repeat-containing domain
10126at7147	Complete	JAEIGE010000253.1:4377810-4374317	4377810	4374317	-	404.1	293	https://www.orthodb.org/v10?query=10126at7147	Immunoglobulin-like domain
10146at7147	Complete	JAEIGE010000332.1:29203770-29200970	29203770	29200970	-	822.4	564	https://www.orthodb.org/v10?query=10146at7147	exosome component 10
10162at7147	Complete	JAEIGE010000332.1:9206403-9204109	9206403	9204109	-	613.4	390	https://www.orthodb.org/v10?query=10162at7147	PPM-type phosphatase domain
10172at7147	Complete	JAEIGE010000227.1:27107073-27113498	27107073	27113498	+	1585.7	1009	https://www.orthodb.org/v10?query=10172at7147	P-type ATPase, cytoplasmic domain N
10174at7147	Complete	JAEIGE010000227.1:8615997-8624782	8615997	8624782	+	890.9	1081	https://www.orthodb.org/v10?query=10174at7147	general transcription factor 3C polypeptide 1
10192at7147	Complete	JAEIGE010000332.1:19832519-19835388	19832519	19835388	+	432.4	284	https://www.orthodb.org/v10?query=10192at7147	Type I inositol-1,4,5-trisphosphate 5-phosphatase
10205at7147	Complete	JAEIGE010000002.1:5057799-5050918	5057799	5050918	-	1394.6	969	https://www.orthodb.org/v10?query=10205at7147	Microtubule-associated serine/threonine-protein kinase, domain
10213at7147	Complete	JAEIGE010000299.1:144824-142126	144824	142126	-	648.5	638	https://www.orthodb.org/v10?query=10213at7147	zinc finger protein 598
10216at7147	Complete	JAEIGE010000227.1:18213166-18209106	18213166	18209106	-	1259.0	771	https://www.orthodb.org/v10?query=10216at7147	DNA topoisomerase
10234at7147	Complete	JAEIGE010000299.1:5782880-5785238	5782880	5785238	+	1038.8	605	https://www.orthodb.org/v10?query=10234at7147	Six-hairpin glycosidase-like superfamily
10241at7147	Complete	JAEIGE010000253.1:22268332-22265307	22268332	22265307	-	631.8	513	https://www.orthodb.org/v10?query=10241at7147	Zinc finger, PHD-type
10251at7147	Complete	JAEIGE010000301.1:2283809-2289871	2283809	2289871	+	1473.7	1044	https://www.orthodb.org/v10?query=10251at7147	Tyrosine-protein phosphatase non-receptor type 23
10272at7147	Complete	JAEIGE010000299.1:1584878-1589358	1584878	1589358	+	1061.6	801	https://www.orthodb.org/v10?query=10272at7147	Dihydropyridine-sensitive l-type calcium channel
10316at7147	Complete	JAEIGE010000017.1:2489206-2506841	2489206	2506841	+	1320.3	726	https://www.orthodb.org/v10?query=10316at7147	Ras GTPase-activating domain
10350at7147	Complete	JAEIGE010000253.1:18004962-18015068	18004962	18015068	+	817.0	930	https://www.orthodb.org/v10?query=10350at7147	Ras guanine nucleotide exchange factor domain superfamily
10352at7147	Complete	JAEIGE010000016.1:4245994-4240944	4245994	4240944	-	1636.4	982	https://www.orthodb.org/v10?query=10352at7147	ATP-dependent DNA helicase Q4
10371at7147	Complete	JAEIGE010000299.1:4537975-4535455	4537975	4535455	-	1202.8	605	https://www.orthodb.org/v10?query=10371at7147	1,4-alpha-glucan-branching enzyme
10378at7147	Complete	JAEIGE010000299.1:12382654-12379612	12382654	12379612	-	748.8	584	https://www.orthodb.org/v10?query=10378at7147	Uncharacterized protein, isoform A
10392at7147	Complete	JAEIGE010000332.1:6746499-6766242	6746499	6766242	+	504.2	302	https://www.orthodb.org/v10?query=10392at7147	SH3 domain
10420at7147	Complete	JAEIGE010000016.1:8608510-8605865	8608510	8605865	-	801.5	657	https://www.orthodb.org/v10?query=10420at7147	neurotactin
10426at7147	Complete	JAEIGE010000227.1:18217858-18214155	18217858	18214155	-	625.4	540	https://www.orthodb.org/v10?query=10426at7147	Zinc finger, CCCH-type
10433at7147	Complete	JAEIGE010000332.1:24774852-24779343	24774852	24779343	+	957.0	781	https://www.orthodb.org/v10?query=10433at7147	Alkaline phosphatase
10441at7147	Complete	JAEIGE010000213.1:5544047-5541387	5544047	5541387	-	996.0	596	https://www.orthodb.org/v10?query=10441at7147	Autophagy-related protein 9
10481at7147	Complete	JAEIGE010000253.1:25886588-25883388	25886588	25883388	-	562.6	612	https://www.orthodb.org/v10?query=10481at7147	TATA element modulatory factor
10506at7147	Complete	JAEIGE010000299.1:4315818-4322044	4315818	4322044	+	1754.2	882	https://www.orthodb.org/v10?query=10506at7147	UDP-N-acetylglucosamine--peptide N-acetylglucosaminyltransferase 110 kDa subunit
10512at7147	Complete	JAEIGE010000002.1:8418715-8421530	8418715	8421530	+	1186.6	639	https://www.orthodb.org/v10?query=10512at7147	possible lysine-specific histone demethylase 1
10520at7147	Complete	JAEIGE010000332.1:25228669-25225549	25228669	25225549	-	1074.0	675	https://www.orthodb.org/v10?query=10520at7147	Replication factor C subunit 1
10531at7147	Complete	JAEIGE010000142.1:2142085-2148649	2142085	2148649	+	968.9	602	https://www.orthodb.org/v10?query=10531at7147	procollagen-lysine,2-oxoglutarate 5-dioxygenase 1
10536at7147	Complete	JAEIGE010000227.1:26837770-26835039	26837770	26835039	-	596.5	652	https://www.orthodb.org/v10?query=10536at7147	RNA polymerase II assembly factor Rtp1, C-terminal
10625at7147	Complete	JAEIGE010000227.1:2408694-2413300	2408694	2413300	+	1768.3	1151	https://www.orthodb.org/v10?query=10625at7147	leucine-rich PPR motif-containing protein, mitochondrial
10627at7147	Complete	JAEIGE010000253.1:22034246-22036715	22034246	22036715	+	1175.0	608	https://www.orthodb.org/v10?query=10627at7147	NADH:ubiquinone oxidoreductase, subunit G
10672at7147	Complete	JAEIGE010000299.1:4236869-4239426	4236869	4239426	+	1023.0	500	https://www.orthodb.org/v10?query=10672at7147	catenin delta-2
10687at7147	Complete	JAEIGE010000332.1:14766116-14768611	14766116	14768611	+	842.3	627	https://www.orthodb.org/v10?query=10687at7147	dynein assembly factor 5, axonemal
10726at7147	Complete	JAEIGE010000213.1:10788465-10782680	10788465	10782680	-	1477.9	1226	https://www.orthodb.org/v10?query=10726at7147	Dicer dimerisation domain
10759at7147	Complete	JAEIGE010000213.1:1960701-1955615	1960701	1955615	-	1237.6	711	https://www.orthodb.org/v10?query=10759at7147	Tyrosine-protein phosphatase
10764at7147	Complete	JAEIGE010000227.1:27042379-27037952	27042379	27037952	-	1591.4	976	https://www.orthodb.org/v10?query=10764at7147	DNA-directed RNA polymerase
10777at7147	Complete	JAEIGE010000213.1:2585047-2577859	2585047	2577859	-	757.4	760	https://www.orthodb.org/v10?query=10777at7147	transcription initiation factor TFIID subunit 4 isoform X1
10797at7147	Complete	JAEIGE010000002.1:9513468-9516443	9513468	9516443	+	1058.5	608	https://www.orthodb.org/v10?query=10797at7147	protein O-mannosyltransferase 1
10808at7147	Complete	JAEIGE010000002.1:8561476-8557878	8561476	8557878	-	1625.2	917	https://www.orthodb.org/v10?query=10808at7147	insulin-degrading enzyme
10812at7147	Complete	JAEIGE010000227.1:27757791-27752857	27757791	27752857	-	1215.2	593	https://www.orthodb.org/v10?query=10812at7147	Dynamin
10826at7147	Complete	JAEIGE010000017.1:2912800-2910764	2912800	2910764	-	1135.3	582	https://www.orthodb.org/v10?query=10826at7147	glycine--tRNA ligase
10839at7147	Complete	JAEIGE010000002.1:5483496-5477505	5483496	5477505	-	718.3	598	https://www.orthodb.org/v10?query=10839at7147	Ubiquitin domain
10848at7147	Complete	JAEIGE010000332.1:23179732-23182015	23179732	23182015	+	1045.0	521	https://www.orthodb.org/v10?query=10848at7147	cleavage and polyadenylation specificity factor 73
10855at7147	Complete	JAEIGE010000332.1:15440073-15436960	15440073	15436960	-	941.1	529	https://www.orthodb.org/v10?query=10855at7147	Zinc finger, RanBP2-type
10872at7147	Complete	JAEIGE010000332.1:21015093-21017344	21015093	21017344	+	830.7	565	https://www.orthodb.org/v10?query=10872at7147	oligopeptidase A
10879at7147	Complete	JAEIGE010000016.1:130796-101851	130796	101851	-	593.0	566	https://www.orthodb.org/v10?query=10879at7147	uncharacterized protein LOC105220860
10888at7147	Complete	JAEIGE010000016.1:4104966-4101970	4104966	4101970	-	1232.9	762	https://www.orthodb.org/v10?query=10888at7147	integrator complex subunit 7
10891at7147	Complete	JAEIGE010000299.1:8341678-8335033	8341678	8335033	-	1216.2	661	https://www.orthodb.org/v10?query=10891at7147	DNA polymerase
10893at7147	Complete	JAEIGE010000253.1:3084223-3087373	3084223	3087373	+	1170.0	595	https://www.orthodb.org/v10?query=10893at7147	Cationic amino acid transporter
10900at7147	Complete	JAEIGE010000213.1:9321682-9331591	9321682	9331591	+	829.7	526	https://www.orthodb.org/v10?query=10900at7147	C2 domain
10927at7147	Complete	JAEIGE010000213.1:10448244-10432896	10448244	10432896	-	604.7	375	https://www.orthodb.org/v10?query=10927at7147	Transcription factor CP2B, putative
10937at7147	Complete	JAEIGE010000227.1:28118996-28122552	28118996	28122552	+	1500.8	754	https://www.orthodb.org/v10?query=10937at7147	Ionotropic glutamate receptor
10963at7147	Complete	JAEIGE010000332.1:8311836-8332578	8311836	8332578	+	1319.9	817	https://www.orthodb.org/v10?query=10963at7147	WD40-repeat-containing domain
10970at7147	Complete	JAEIGE010000253.1:27728568-27724824	27728568	27724824	-	889.4	631	https://www.orthodb.org/v10?query=10970at7147	uncharacterized protein LOC108145591
10997at7147	Complete	JAEIGE010000308.1:1169377-1167068	1169377	1167068	-	1067.7	591	https://www.orthodb.org/v10?query=10997at7147	CSC1-like protein 2
11012at7147	Complete	JAEIGE010000253.1:2582596-2585719	2582596	2585719	+	1610.9	855	https://www.orthodb.org/v10?query=11012at7147	RNA cytidine acetyltransferase
11041at7147	Complete	JAEIGE010000227.1:30275957-30426157	30275957	30426157	+	1003.3	534	https://www.orthodb.org/v10?query=11041at7147	Disintegrin domain
11078at7147	Complete	JAEIGE010000017.1:1966071-1962729	1966071	1962729	-	1303.9	709	https://www.orthodb.org/v10?query=11078at7147	Zinc finger, RING-CH-type
11083at7147	Complete	JAEIGE010000308.1:3112495-3115593	3112495	3115593	+	1326.0	713	https://www.orthodb.org/v10?query=11083at7147	Phosphatidylinositol 3-kinase catalytic subunit type 3
11105at7147	Complete	JAEIGE010000002.1:6017076-5991431	6017076	5991431	-	852.4	535	https://www.orthodb.org/v10?query=11105at7147	serine/threonine-protein kinase unc-51
11125at7147	Complete	JAEIGE010000253.1:20803170-20805525	20803170	20805525	+	683.5	449	https://www.orthodb.org/v10?query=11125at7147	RUN domain
11165at7147	Complete	JAEIGE010000332.1:1393940-1391555	1393940	1391555	-	699.2	470	https://www.orthodb.org/v10?query=11165at7147	Rab-GTPase-TBC domain
11179at7147	Complete	JAEIGE010000332.1:9145490-9142768	9145490	9142768	-	852.2	722	https://www.orthodb.org/v10?query=11179at7147	cilia- and flagella-associated protein 58
11183at7147	Complete	JAEIGE010000332.1:8047457-8072338	8047457	8072338	+	790.1	529	https://www.orthodb.org/v10?query=11183at7147	Ankyrin repeat-containing domain
11193at7147	Complete	JAEIGE010000016.1:1978835-1972298	1978835	1972298	-	968.6	618	https://www.orthodb.org/v10?query=11193at7147	Zinc finger C2H2 superfamily
11268at7147	Complete	JAEIGE010000332.1:27546139-27550302	27546139	27550302	+	941.0	509	https://www.orthodb.org/v10?query=11268at7147	WD40-repeat-containing domain
11310at7147	Complete	JAEIGE010000253.1:3218235-3221739	3218235	3221739	+	1308.3	743	https://www.orthodb.org/v10?query=11310at7147	AP-3 complex subunit beta
11311at7147	Complete	JAEIGE010000253.1:5759237-5762726	5759237	5762726	+	651.4	706	https://www.orthodb.org/v10?query=11311at7147	protein MMS22-like
11362at7147	Duplicated	JAEIGE010000227.1:9645866-9641527	9645866	9641527	-	1419.8	790	https://www.orthodb.org/v10?query=11362at7147	importin subunit beta
11362at7147	Duplicated	JAEIGE010000253.1:23128155-23125570	23128155	23125570	-	1305.8	790	https://www.orthodb.org/v10?query=11362at7147	importin subunit beta
11384at7147	Complete	JAEIGE010000227.1:238661-235749	238661	235749	-	629.3	504	https://www.orthodb.org/v10?query=11384at7147	Palmitoyltransferase
11388at7147	Complete	JAEIGE010000332.1:27980584-27977230	27980584	27977230	-	1211.5	740	https://www.orthodb.org/v10?query=11388at7147	nuclear export mediator factor NEMF homolog
11394at7147	Complete	JAEIGE010000299.1:3909912-3945847	3909912	3945847	+	1311.5	779	https://www.orthodb.org/v10?query=11394at7147	Diacylglycerol kinase
11408at7147	Complete	JAEIGE010000330.1:1867572-1902805	1867572	1902805	+	1360.3	817	https://www.orthodb.org/v10?query=11408at7147	Integrator complex subunit 3 homolog
11437at7147	Complete	JAEIGE010000332.1:27344941-27349665	27344941	27349665	+	787.6	412	https://www.orthodb.org/v10?query=11437at7147	FERM domain
11476at7147	Complete	JAEIGE010000253.1:3826305-3823843	3826305	3823843	-	1329.1	684	https://www.orthodb.org/v10?query=11476at7147	DNA helicase
11487at7147	Complete	JAEIGE010000227.1:18101717-18098842	18101717	18098842	-	1053.7	593	https://www.orthodb.org/v10?query=11487at7147	Acyl-CoA oxidase
11495at7147	Complete	JAEIGE010000308.1:2722964-2719698	2722964	2719698	-	1048.4	659	https://www.orthodb.org/v10?query=11495at7147	U2 snRNP-associated SURP motif-containing protein
11593at7147	Complete	JAEIGE010000332.1:26522388-26519065	26522388	26519065	-	477.8	565	https://www.orthodb.org/v10?query=11593at7147	zinc finger CCCH domain-containing protein 14
11599at7147	Complete	JAEIGE010000253.1:16238310-16233011	16238310	16233011	-	1337.4	734	https://www.orthodb.org/v10?query=11599at7147	kinesin-associated protein 3
11623at7147	Complete	JAEIGE010000002.1:8553265-8555958	8553265	8555958	+	578.5	505	https://www.orthodb.org/v10?query=11623at7147	protein inturned
11673at7147	Complete	JAEIGE010000332.1:5144852-5147020	5144852	5147020	+	1124.8	621	https://www.orthodb.org/v10?query=11673at7147	neurochondrin homolog
11681at7147	Complete	JAEIGE010000299.1:8838277-8848415	8838277	8848415	+	955.0	472	https://www.orthodb.org/v10?query=11681at7147	Ankyrin repeat-containing domain
11713at7147	Complete	JAEIGE010000213.1:7099733-7102659	7099733	7102659	+	660.9	619	https://www.orthodb.org/v10?query=11713at7147	Leucine-rich repeat
11757at7147	Complete	JAEIGE010000016.1:7785905-7782666	7785905	7782666	-	900.8	474	https://www.orthodb.org/v10?query=11757at7147	mucolipin-3
11767at7147	Complete	JAEIGE010000253.1:9772211-9769426	9772211	9769426	-	1129.2	573	https://www.orthodb.org/v10?query=11767at7147	solute carrier family 12 member 8
11794at7147	Complete	JAEIGE010000227.1:26845333-26839496	26845333	26839496	-	1478.6	704	https://www.orthodb.org/v10?query=11794at7147	alpha,alpha-trehalose-phosphate synthase 
11809at7147	Complete	JAEIGE010000016.1:7124762-7121954	7124762	7121954	-	969.8	568	https://www.orthodb.org/v10?query=11809at7147	72 kDa inositol polyphosphate 5-phosphatase
11832at7147	Complete	JAEIGE010000016.1:8981029-8983609	8981029	8983609	+	1028.6	616	https://www.orthodb.org/v10?query=11832at7147	ATP-dependent RNA helicase DDX42
